id,category,language,message,translation
167,backend,pt_br,Time Zone,Fuso horário
168,backend,pt_br,Date Format,Formato de data
169,backend,pt_br,Time Format,Formato de hora
170,backend,pt_br,Time interval,Intervalo de tempo
171,backend,pt_br,Enabled Ordering,Pedido ativado
172,backend,pt_br,Cannot do order again if previous order status is,Não é possível fazer o pedido novamente se o status do pedido anterior for
173,backend,pt_br,Order Cancellation,Cancelamento do pedido
174,backend,pt_br,Enabled cancellation of order,Cancelamento de pedido ativado
175,backend,pt_br,Enabled Registration,Registro ativado
176,backend,pt_br,Enabled CAPTCHA,CAPTCHA ativado
177,backend,pt_br,Membership Program,Programa de Sócios
178,backend,pt_br,Terms and conditions,Termos e Condições
179,backend,pt_br,Pre-configure food item size,Pré-configurar o tamanho do alimento
180,backend,pt_br,Templates,Modelos
181,backend,pt_br,"this will be added as default food item size to merchant during registration. value must be separated by comma eg. small,medium,large","isso será adicionado como tamanho de item de comida padrão ao comerciante durante o registro. valor deve ser separado por vírgula, por exemplo. pequeno médio grande"
182,backend,pt_br,Confirm Account,Confirmar conta
183,backend,pt_br,Welcome email,E-mail de boas-vindas
184,backend,pt_br,Plan Near Expiration,Plano próximo ao vencimento
185,backend,pt_br,Plan Expired,Plano expirado
186,backend,pt_br,New Signup,Nova inscrição
187,backend,pt_br,this template will send to admin,este modelo será enviado para o administrador
188,backend,pt_br,Enabled Notification,Notificação ativada
189,backend,pt_br,Email and Mobile number who will receive notifications like new order and cancel order.,E-mail e número de celular que receberá notificações como novo pedido e cancelar pedido.
190,backend,pt_br,Multiple email/mobile must be separated by comma.,Vários e-mails/celulares devem ser separados por vírgula.
191,backend,pt_br,Email address,Endereço de e-mail
192,backend,pt_br,Mobile number,Número de telemóvel
193,backend,pt_br,Receiver Email Address,Endereço de e-mail do destinatário
194,backend,pt_br,Content,Contente
195,backend,pt_br,Contact Fields,Campos de contato
196,backend,pt_br,Facebook Pixel Setting,Configuração de pixel do Facebook
197,backend,pt_br,Facebook Pixel ID,ID de pixel do Facebook
198,backend,pt_br,Google Analytics Setting,Configuração do Google Analytics
199,backend,pt_br,Tracking ID,Código de rastreamento
200,backend,pt_br,All Merchant,Todos os Comerciantes
201,backend,pt_br,Name,Nome
202,backend,pt_br,Charge Type,Tipo de cobrança
203,backend,pt_br,Actions,Ações
204,backend,pt_br,Add new,Adicionar novo
205,backend,pt_br,Update,Atualizar
206,backend,pt_br,Delete,Excluir
207,backend,pt_br,Edit Merchant,Editar comerciante
208,backend,pt_br,Restaurant name,Nome do restaurante
209,backend,pt_br,Restaurant Slug,lesma do restaurante
210,backend,pt_br,Contact Name,Nome de contato
211,backend,pt_br,Contact Phone,telefone de contato
212,backend,pt_br,Header,Cabeçalho
213,backend,pt_br,About,Sobre
214,backend,pt_br,Short About,Curta sobre
215,backend,pt_br,Cuisine,Cozinha
216,backend,pt_br,Services,Serviços
217,backend,pt_br,Tags,Tag
218,backend,pt_br,Featured,Destaque
219,backend,pt_br,Delivery Distance Covered,Distância de entrega coberta
220,backend,pt_br,Published Merchant,Comerciante publicado
221,backend,pt_br,Miles,Milhas
222,backend,pt_br,Kilometers,Quilômetros
223,backend,pt_br,Status,Status
224,backend,pt_br,Logo,Logotipo
225,backend,pt_br,Merchant information,Informações do comerciante
226,backend,pt_br,Login information,Informações de login
227,backend,pt_br,Merchant Type,Tipo de comerciante
229,backend,pt_br,Payment history,Histórico de pagamento
230,backend,pt_br,Payment settings,Configurações de pagamento
231,backend,pt_br,Others,Outras
232,backend,pt_br,First Name,Primeiro nome
233,backend,pt_br,Last Name,Último nome
235,backend,pt_br,Contact number,Número de contato
236,backend,pt_br,Username,Nome do usuário
237,backend,pt_br,New Password,Nova Senha
238,backend,pt_br,Confirm Password,Confirme a Senha
239,backend,pt_br,Address details,Detalhes do Endereço
241,backend,pt_br,Geolocation,Geolocalização
242,backend,pt_br,Latitude,Latitude
243,backend,pt_br,Lontitude,Longitude
244,backend,pt_br,Radius distance covered,Distância do raio percorrida
245,backend,pt_br,"Get your address geolocation via service like [link] or [link2], entering invalid coordinates will make your store not available for ordering","Obtenha a geolocalização do seu endereço por meio de serviços como [link] ou [link2], inserir coordenadas inválidas fará com que sua loja não esteja disponível para pedidos"
246,backend,pt_br,No results,Sem resultados
247,backend,pt_br,Searching...,Procurando...
248,backend,pt_br,Type,Tipo
249,backend,pt_br,commission on orders,comissão sobre pedidos
250,backend,pt_br,Percent Commision,Comissão Percentual
251,backend,pt_br,Plan,Plano
252,backend,pt_br,Created,Criado
253,backend,pt_br,Payment,Pagamento
254,backend,pt_br,Invoice #,Fatura #
255,backend,pt_br,No data available in table,Sem dados disponíveis na tabela
256,backend,pt_br,Showing [start] to [end] of [total] entries,Mostrando [início] a [fim] de [total] entradas
257,backend,pt_br,Showing 0 to 0 of 0 entries,Mostrando 0 a 0 de 0 entradas
258,backend,pt_br,(filtered from [max] total entries),(filtrado do total de [max] entradas)
259,backend,pt_br,Show [menu] entries,Mostrar entradas de [menu]
260,backend,pt_br,Loading...,Carregando...
261,backend,pt_br,Search:,Procurar:
262,backend,pt_br,No matching records found,Nenhum registro correspondente encontrado
266,backend,pt_br,: activate to sort column ascending,: ativar para classificar a coluna em ordem crescente
267,backend,pt_br,: activate to sort column descending,: ativar para ordenar a coluna decrescente
268,backend,pt_br,Enabled Payment gateway,Gateway de pagamento ativado
269,backend,pt_br,Check All,Verificar tudo
270,backend,pt_br,Close this store,Fechar esta loja
272,backend,pt_br,Add Merchant,Adicionar comerciante
273,backend,pt_br,Edit Merchant - information,Editar comerciante - informações
274,backend,pt_br,Edit Merchant - login,Editar comerciante - login
275,backend,pt_br,Edit Merchant - Merchant type,Editar comerciante - tipo de comerciante
276,backend,pt_br,Edit Merchant - Featured,Editar comerciante - Em destaque
277,backend,pt_br,Edit Merchant - Address,Editar comerciante - Endereço
278,backend,pt_br,Edit Merchant - Zone,Editar comerciante - Zona
280,backend,pt_br,Merchant - Payment Settings,Comerciante - Configurações de pagamento
281,backend,pt_br,Merchant - Others,Comerciante - Outros
282,backend,pt_br,Merchant - Access,Comerciante - Acesso
283,backend,pt_br,All Sponsored,Todos patrocinados
284,backend,pt_br,Expiration Date,Data de validade
285,backend,pt_br,Plan list,Lista de planos
286,backend,pt_br,Description,Descrição
287,backend,pt_br,Price,Preço
288,backend,pt_br,Promo,Promoção
289,backend,pt_br,All Plans,Todos os planos
290,backend,pt_br,Add,Adicionar
291,backend,pt_br,Promo Price,Preço promocional
292,backend,pt_br,Plan period,Período do plano
293,backend,pt_br,Item limit,Limite de itens
294,backend,pt_br,0 is unlimited numbers of items,0 é um número ilimitado de itens
295,backend,pt_br,Order limit,Limite de pedidos
296,backend,pt_br,Trial Period,Período de teste
297,backend,pt_br,0 is unlimited numbers of orders per period,0 é um número ilimitado de pedidos por período
298,backend,pt_br,trial period number of days,período de teste número de dias
299,backend,pt_br,Unlimited,Ilimitado
300,backend,pt_br,Limited,Limitado
301,backend,pt_br,Daily,Diário
302,backend,pt_br,Monthly,Por mês
303,backend,pt_br,Anually,Anualmente
304,backend,pt_br,Weekly,Semanalmente
305,backend,pt_br,Details,Detalhes
306,backend,pt_br,Features,Recursos
307,backend,pt_br,Plans Payment ID,ID de pagamento dos planos
308,backend,pt_br,Paypal,Paypal
309,backend,pt_br,Plan ID,ID do plano
310,backend,pt_br,Stripe,Stripe
311,backend,pt_br,Price IDs,Códigos de preço
312,backend,pt_br,Razorpay,Razorpay
313,backend,pt_br,No payment yet available,Nenhum pagamento ainda disponível
314,backend,pt_br,Order Information,Informações do pedido
315,backend,pt_br,Order ID,Código do pedido
316,backend,pt_br,Merchant,Comerciante
317,backend,pt_br,Customer,Cliente
318,backend,pt_br,Orders,Pedidos
320,backend,pt_br,Total Orders,Total de pedidos
321,backend,pt_br,All Orders,Todos os pedidos
322,backend,pt_br,Filters,Filtros
323,backend,pt_br,{{total_items}} items,{{total_items}} itens
324,backend,pt_br,Order Type.,Tipo de pedido.
325,backend,pt_br,Total. {{total}},Total. {{total}}
326,backend,pt_br,Place on {{date}},Local em {{date}}
327,backend,pt_br,Start date -- End date,Data de início data de fim
328,backend,pt_br,to,para
329,backend,pt_br,Order type,Tipo de pedido
330,backend,pt_br,Su,Dom.
331,backend,pt_br,Mo,Seg.
332,backend,pt_br,Tu,Ter.
333,backend,pt_br,We,Qua.
334,backend,pt_br,Th,Qui.
335,backend,pt_br,Fr,Sex.
336,backend,pt_br,Sa,Sab. 
337,backend,pt_br,January,Janeiro
338,backend,pt_br,February,fevereiro
339,backend,pt_br,March,Março
340,backend,pt_br,April,abril
341,backend,pt_br,May,Posso
342,backend,pt_br,June,junho
343,backend,pt_br,July,julho
344,backend,pt_br,August,agosto
345,backend,pt_br,September,setembro
346,backend,pt_br,October,Outubro
347,backend,pt_br,November,novembro
348,backend,pt_br,December,dezembro
349,backend,pt_br,Today,Hoje
351,backend,pt_br,Last 7 Days,Últimos 7 dias
352,backend,pt_br,Last 30 Days,Últimos 30 dias
353,backend,pt_br,This Month,Este mês
354,backend,pt_br,Last Month,Mês passado
355,backend,pt_br,Custom Range,Faixa personalizada
357,backend,pt_br,By Merchant,Por Comerciante
358,backend,pt_br,By customer,Por cliente
359,backend,pt_br,By Status,Por status
360,backend,pt_br,By Order Type,Por tipo de pedido
361,backend,pt_br,Clear Filters,Limpar filtros
362,backend,pt_br,Apply Filters,Aplicar filtros
363,backend,pt_br,Status for new order,Status para novo pedido
364,backend,pt_br,Status for delivered order,Status do pedido entregue
365,backend,pt_br,Status for completed pickup/dinein order,Status para retirada/jantar no pedido concluído
366,backend,pt_br,Status for cancel order,Status para cancelar pedido
367,backend,pt_br,Status for order rejection,Status para rejeição de pedido
368,backend,pt_br,Status for delivery failed,Status para entrega falhou
369,backend,pt_br,Status for failed pickup/dinein order,Status para retirada/jantar com falha no pedido
370,backend,pt_br,Order Status,Status do pedido
371,backend,pt_br,Order Tabs,Guias de pedidos
372,backend,pt_br,Order Buttons,Botões de pedidos
373,backend,pt_br,Order Tracking,Acompanhamento de pedidos
374,backend,pt_br,Template,Modelo
375,backend,pt_br,Settings,Configurações
376,backend,pt_br,New Orders,Novas ordens
377,backend,pt_br,select the status that will show on this tab.,selecione o status que será exibido nesta guia.
378,backend,pt_br,Orders Processing,Processamento de Pedidos
380,backend,pt_br,Orders Ready,Pedidos prontos
381,backend,pt_br,Completed Today,Concluído hoje
382,backend,pt_br,define the buttons for this tab,defina os botões para esta aba
383,backend,pt_br,Button Name,Nome do botão
385,backend,pt_br,Order Processing,processamento de pedido
386,backend,pt_br,"Button CSS class name eg. btn-green, btn-black",Nome da
387,backend,pt_br,Status for order processing,Status 
388,backend,pt_br,Status for food ready,Status 
389,backend,pt_br,Status for in transit,Status 
390,backend,pt_br,Status for delivered,Status 
391,backend,pt_br,Template Invoice,Modelo 
392,backend,pt_br,Template Refund,Modelo 
393,backend,pt_br,Template Partial Refund,Modelo 
394,backend,pt_br,Delay Order,Atrasar
395,backend,pt_br,All Payment gateway,Todos o
396,backend,pt_br,Add Gateway,Adicionar Gateway
397,backend,pt_br,Payment gateway list,Lista de gateways de pagamento
398,backend,pt_br,Online Payment,Pagamento online
399,backend,pt_br,Available for payout,Disponível para pagamento
400,backend,pt_br,Available for plan,Disponível para plano
401,backend,pt_br,Payment code,Código de pagamento
402,backend,pt_br,This fields must not have spaces,Estes campos não devem ter espaços
403,backend,pt_br,Payment name,Nome do pagamento
404,backend,pt_br,Logo type,Tipo de logotipo
405,backend,pt_br,Logo class icon,Ícone de classe de logotipo
406,backend,pt_br,Get icon here,Obtenha o ícone aqui
407,backend,pt_br,Featured Image,Imagem em destaque
408,backend,pt_br,Drop files anywhere to upload,Solte arquivos em qualquer lugar para fazer upload
409,backend,pt_br,or,ou
410,backend,pt_br,Select Files,Selecionar arquivos
411,backend,pt_br,Icon,Ícone
412,backend,pt_br,Image,Imagem
413,backend,pt_br,Click here,Clique aqui
414,backend,pt_br,Transaction History,Histórico de transações
415,backend,pt_br,Earnings,Ganhos
416,backend,pt_br,Your commission transaction for all orders,Sua transação de comissão para todos os pedidos
418,backend,pt_br,Create a Transaction,Criar uma transação
419,backend,pt_br,Adjustment,Ajustamento
420,backend,pt_br,Date,Encontro: Data
421,backend,pt_br,Transaction,Transação
422,backend,pt_br,Debit/Credit,Débito crédito
423,backend,pt_br,Running Balance,Equilíbrio
424,backend,pt_br,Credit,Crédito
425,backend,pt_br,Debit,Débito
426,backend,pt_br,Payout,Pagamento
427,backend,pt_br,Cash In,Dinheiro em caixa
428,backend,pt_br,All transactions,Todas as transacções
429,backend,pt_br,Statement,Declaração
430,backend,pt_br,Total Balance,Balanço total
431,backend,pt_br,Merchant Earnings,Ganhos do comerciante
432,backend,pt_br,Balance,Equilíbrio
435,backend,pt_br,Deactivate Merchant,Desativar comerciante
436,backend,pt_br,"You are about to deactivate this merchant, click confirm to continue?","Você está prestes a desativar este comerciante, clique em confirmar para continuar?"
437,backend,pt_br,Create adjustment,Criar ajuste
438,backend,pt_br,Transaction Description,Descrição da transação
439,backend,pt_br,Amount,Montante
441,backend,pt_br,Submit,Enviar
442,backend,pt_br,Membership History,Histórico de associação
445,backend,pt_br,Refund,Reembolso
446,backend,pt_br,Total,Total
447,backend,pt_br,Contact,Contato
448,backend,pt_br,Email,E-mail
449,backend,pt_br,Member since,Membro desde
450,backend,pt_br,Activate Merchant,Ativar comerciante
451,backend,pt_br,Merchant Info,Informações do comerciante
452,backend,pt_br,Withdrawals,Saques
453,backend,pt_br,Unpaid,Não pago
454,backend,pt_br,Paid,Pago
455,backend,pt_br,Total Unpaid,Total não pago
456,backend,pt_br,Total Paid,Total pago
457,backend,pt_br,Payment status,Status do pagamento
458,backend,pt_br,Account number,Número de conta
459,backend,pt_br,Account name,Nome da conta
460,backend,pt_br,Account type,Tipo de conta
461,backend,pt_br,Account currency,Moeda da conta
462,backend,pt_br,Routing number,Número de roteamento
463,backend,pt_br,Country,País
464,backend,pt_br,Account Holders Name,Nome do titular da conta
465,backend,pt_br,Bank Account Number/IBAN,Número da conta bancária/IBAN
466,backend,pt_br,SWIFT Code,Código Swift
467,backend,pt_br,Bank Name in Full,Nome do banco completo
468,backend,pt_br,Bank Branch City,Cidade da agência bancária
469,backend,pt_br,Date requested,Data requerida
470,backend,pt_br,Payment Method,Forma de pagamento
472,backend,pt_br,offline payment,pagamento offline
473,backend,pt_br,Emabled request payout,Pagamento de solicitação habilitado
474,backend,pt_br,Payout request auto process,Processo automático de solicitação de pagamento
475,backend,pt_br,Payout number of days to process,Número de dias de pagamento para processar
476,backend,pt_br,number of days that payout will automatically process (this works only if payout auto process is enabled). count starts from the day of request of merchant,número de dias que o pagamento será processado automaticamente (isso só funciona se o processo de pagamento automático estiver ativado). contagem começa a partir do dia da solicitação do comerciante
477,backend,pt_br,Payout minimum amount,Valor mínimo de pagamento
478,backend,pt_br,Number of payouts,Número de pagamentos
479,backend,pt_br,Number of payouts can request per month.,Número de pagamentos que podem ser solicitados por mês.
480,backend,pt_br,Template new payout request - for admin,Modelo de nova solicitação de pagamento - para administrador
481,backend,pt_br,Template Payout paid,Modelo de pagamento pago
482,backend,pt_br,Template Payout Cancel,Modelo de cancelamento de pagamento
483,backend,pt_br,Cuisine list,Lista de cozinha
484,backend,pt_br,All Cuisine,Toda a cozinha
485,backend,pt_br,Add Cuisine,Adicionar cozinha
486,backend,pt_br,Cuisine Name,Nome da cozinha
487,backend,pt_br,Background Color Hex,Hex de cor de fundo
488,backend,pt_br,Font Color Hex,Cor da Fonte Hex
489,backend,pt_br,{{lang}} translation,{{lang}} tradução
490,backend,pt_br,Enter {{lang}} name here,Digite o nome {{lang}} aqui
491,backend,pt_br,Update Cuisine,Atualizar cozinha
492,backend,pt_br,Dishes list,Lista de pratos
493,backend,pt_br,Add Dishes,Adicionar pratos
494,backend,pt_br,Dish Name,Nome do prato
495,backend,pt_br,All Dishes,Todos os pratos
496,backend,pt_br,Update Dishes,Atualizar pratos
497,backend,pt_br,Tags list,Lista de tags
498,backend,pt_br,Tag Name,Nome da etiqueta
499,backend,pt_br,All Tags,Todas as etiquetas
500,backend,pt_br,Add Tags,Adicionar tags
501,backend,pt_br,Update Tags,Atualizar tags
502,backend,pt_br,Status list,Lista de status
503,backend,pt_br,Color Hex,Hex de cor
505,backend,pt_br,Update Status,Atualizar o status
506,backend,pt_br,Status actions,Ações de status
507,backend,pt_br,ID,identificação
508,backend,pt_br,Action Type,Tipo de acão
509,backend,pt_br,Add actions,Adicionar ações
510,backend,pt_br,Update actions,Atualizar ações
511,backend,pt_br,Delete Confirmation,Excluir confirmação
512,backend,pt_br,Are you sure you want to permanently delete the selected item?,Tem certeza de que deseja excluir permanentemente o item selecionado?
513,backend,pt_br,Currency list,Lista de moedas
514,backend,pt_br,Default,Predefinição
515,backend,pt_br,All Currency,Todas as moedas
516,backend,pt_br,Add Currency,Adicionar moeda
517,backend,pt_br,Set as Default,Definir como padrão
518,backend,pt_br,Currency,Moeda
519,backend,pt_br,Position,Posição
520,backend,pt_br,Rate,Avaliar
521,backend,pt_br,+ Exchange fee,+ Taxa de câmbio
522,backend,pt_br,Decimals,Decimais
523,backend,pt_br,Decimal Separator,Separador decimal
524,backend,pt_br,Thousand Separator,Separador de milhar
525,backend,pt_br,Please select,Por favor selecione
526,backend,pt_br,Left $11,Restou $ 11
527,backend,pt_br,Right 11$,Direito 11$
528,backend,pt_br,Left with space $ 11,Sobrou com espaço $ 11
529,backend,pt_br,Right with space 11 $,Direito com espaço 11$
530,backend,pt_br,Update Currency,Atualizar moeda
531,backend,pt_br,Country List,Lista de países
532,backend,pt_br,Add Country,Adicionar país
533,backend,pt_br,Phone Code,Código do telefone
534,backend,pt_br,Code,Código
535,backend,pt_br,Update Country,Atualização País
536,backend,pt_br,State List,Lista de estados
537,backend,pt_br,City List,Lista de cidades
538,backend,pt_br,District/Area List,Lista de distritos/áreas
539,backend,pt_br,Sequence,Seqüência
540,backend,pt_br,Add State,Adicionar estado
542,backend,pt_br,State Name,Nome do Estado
543,backend,pt_br,All State,Todos os estados
544,backend,pt_br,City,Cidade
545,backend,pt_br,State,Estado
546,backend,pt_br,City Name,Nome da Cidade
547,backend,pt_br,Postal Code/Zip code,Código Postal / CEP
548,backend,pt_br,Select State,Selecionar estado
549,backend,pt_br,Add City,Adicionar cidade
550,backend,pt_br,All City,Todas as cidades
551,backend,pt_br,Area List,Lista de Áreas
552,backend,pt_br,Area Name,Nome da área
553,backend,pt_br,Select City,Selecione a cidade
554,backend,pt_br,Add Area,Adicionar área
555,backend,pt_br,All Area,Toda a área
556,backend,pt_br,Zones list,Lista de zonas
557,backend,pt_br,Create Zones,Criar zonas
558,backend,pt_br,Featured locations,Locais em destaque
559,backend,pt_br,All featured locations,Todos os locais em destaque
562,backend,pt_br,Location name,Nome do local
563,backend,pt_br,Longitude,Longitude
564,backend,pt_br,Featured name,Nome em destaque
565,backend,pt_br,Update featured locations,Atualizar locais em destaque
566,backend,pt_br,New Restaurant,Novo restaurante
567,backend,pt_br,Popular,Popular
568,backend,pt_br,Best Seller,Mais vendidos
569,backend,pt_br,Recommended,Recomendado
570,backend,pt_br,Pages list,Lista de páginas
